Gene	Non-unique Gene name	Annotation	No. isolates	No. sequences	Avg sequences per isolate	Genome Fragment	Order within Fragment	Accessory Fragment	Accessory Order with Fragment	QC	Min group size nuc	Max group size nuc	Avg group size nuc	GCA_013335335.1	GCA_013335765.1	GCF_000020465.1	GCF_001509575.1	EMN001-megahit_021	GOY005-megahit_001	PES001-megahit_018	PLV001-megahit_001	PLV001-megahit_002	RIG001-megahit_014	specificity	COG_category	Description	Preferred_name	EC	KEGG_ko	KEGG_Module	KEGG_Reaction	KEGG_rclass	PFAMs
group_3626	accD_2	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic	3	3	1	191	2825	97.0	670.0		1793	1793	1793	01285	00645	00904								C. limicola	I	Acetyl co-enzyme A carboxylase carboxyltransferase alpha subunit	-	-	-	-	-	-	Carboxyl_trans
group_3627	epi	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase	3	3	1	191	2824	97.0	671.0		407	407	407	01286	00646	00905								C. limicola	E	PFAM Glyoxalase bleomycin resistance protein dioxygenase	-	5.1.99.1	ko:K05606	M00373,M00375,M00376,M00741	R02765,R09979	RC00780,RC02739	Glyoxalase_4
acs		Acetyl-coenzyme A synthetase	3	3	1	191	2823	97.0	672.0		1922	1922	1922	01287	00647	00906								C. limicola	I	PFAM AMP-dependent synthetase and ligase	-	6.2.1.17	ko:K01908	-	R00926,R01354	RC00004,RC00043,RC00070,RC02816	ACAS_N,AMP-binding,AMP-binding_C
group_3629		hypothetical protein	3	3	1	191	1804	95.0	3126.0		452	452	452	01290	00904	01238								C. limicola	-	-	-	-	-	-	-	-	-
group_3630		hypothetical protein	3	3	1	191	1802	95.0	3124.0		827	827	827	01291	00903	01239								C. limicola	S	B-1 B cell differentiation	-	-	-	-	-	-	Peptidase_C14
group_3631		hypothetical protein	3	3	1	191	2831	97.0	665.0		764	764	764	01295	00640	00899								C. limicola	O	PFAM band 7 protein	-	-	-	-	-	-	Band_7
group_3632	uspF_1	Universal stress protein F	3	3	1	191	2830	97.0	666.0		461	461	461	01296	00641	00900								C. limicola	T	PFAM UspA domain protein	-	-	ko:K06149	-	-	-	Usp
group_3637		hypothetical protein	3	3	1	191	6384	95.0	2.0		212	212	212	01304	01102	02585								C. limicola	-	-	-	-	-	-	-	-	-
group_3638		Polyphenol oxidase	3	3	1	191	3616	95.0	1.0		755	767	759	01305	01103	02584								C. limicola	S	Belongs to the multicopper oxidase YfiH RL5 family	-	-	ko:K05810	-	-	-	Cu-oxidase_4
group_3639		hypothetical protein	3	3	1	191	114	100.0	134.0		1514	1514	1514	01306	00150	00357								C. limicola	S	Polysaccharide biosynthesis protein	-	-	-	-	-	-	Polysacc_synt,Polysacc_synt_C
group_3641	uppS	Isoprenyl transferase	3	3	1	191	108	100.0	139.0		830	830	830	01311	00145	00352								C. limicola	H	Catalyzes the condensation of isopentenyl diphosphate (IPP) with allylic pyrophosphates generating different type of terpenoids	-	2.5.1.31	ko:K00806	-	R06447	RC00279,RC02839	Prenyltransf
bchR_2		Bacteriochlorophyllide d C-12(1)-methyltransferase	3	3	1	191	4302	95.0	1776.0		1421	1421	1421	01320	00014	01782								C. limicola	C	SMART Elongator protein 3 MiaB NifB	-	-	-	-	-	-	B12-binding,DUF4070,Radical_SAM
group_3648		Thermostable monoacylglycerol lipase	3	3	1	191	6262	96.0	1374.0		761	761	761	01326	00489	02534								C. limicola	M	Serine aminopeptidase, S33	-	3.1.1.1	ko:K03928	-	-	-	Abhydrolase_6,Hydrolase_4
group_3649		hypothetical protein	3	3	1	191	6261	96.0	1373.0	Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits	614	614	614	01327	00488	02533								C. limicola	M	Lipid A 3-O-deacylase (PagL)	-	-	-	-	-	-	PagL
nifD_1		Nitrogenase molybdenum-iron protein alpha chain	3	3	1	191	3093	97.0	365.0		572	1439	1126	01431		00706	00057							C. limicola	H	Belongs to the NifD NifK NifE NifN family	-	-	ko:K02587	-	-	-	Oxidored_nitro
modB		Molybdenum transport system permease protein ModB	3	3	1	191	241	228.0	63.0		689	689	689	01330	01639		01473							C. limicola	P	TIGRFAM molybdate ABC transporter, inner membrane subunit	-	-	ko:K02018	M00189	-	-	BPD_transp_1
group_3660		hypothetical protein	3	3	1	191	6468	95.0	3485.0		488	488	488	01342	00754	00048								C. limicola	S	Domain of unknown function (DUF4405)	-	-	-	-	-	-	DUF4405
group_3661		hypothetical protein	3	3	1	191	6469	95.0	3484.0		545	545	545	01343	00755	00049								C. limicola	S	GPR1 FUN34 yaaH family protein	-	-	ko:K07034	-	-	-	Grp1_Fun34_YaaH
exoA		Exodeoxyribonuclease	3	3	1	191	6576	95.0	317.0		776	776	776	01351	01499	00158								C. limicola	L	PFAM Endonuclease exonuclease phosphatase	-	3.1.11.2	ko:K01142	-	-	-	Exo_endo_phos
group_3670	thrS	Threonine--tRNA ligase	3	3	1	191	6600	229.0	7.0		1973	1973	1973	01361	01509	00168								C. limicola	J	Catalyzes the attachment of threonine to tRNA(Thr) in a two-step reaction L-threonine is first activated by ATP to form Thr-AMP and then transferred to the acceptor end of tRNA(Thr)	thrS	6.1.1.3	ko:K01868	M00359,M00360	R03663	RC00055,RC00523	HGTP_anticodon,TGS,tRNA-synt_2b,tRNA_SAD
group_3679		hypothetical protein	3	3	1	191	2834	97.0	662.0		308	308	308	01376	00637	00896								C. limicola	O	Belongs to the thioredoxin family	-	1.8.1.8	ko:K03671,ko:K03672	-	-	-	Thioredoxin
yhfA		Protein YhfA	3	3	1	191	2835	97.0	661.0		428	428	428	01377	00636	00895								C. limicola	O	PFAM OsmC family protein	-	-	ko:K07397	-	-	-	OsmC
group_3683	rplS	50S ribosomal protein L19	3	3	1	191	1542	95.0	1537.0		362	362	362	01383	00478	01442								C. limicola	J	This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site	rplS	-	ko:K02884	M00178	-	-	Ribosomal_L19
ttgG		Toluene efflux pump periplasmic linker protein TtgG	3	3	1	191	4743	95.0	1278.0		1076	1076	1076	01389	02014	01680								C. limicola	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	-	-	-	-	Biotin_lipoyl_2,HlyD_3,HlyD_D23
group_3687		hypothetical protein	3	3	1	191	4426	95.0	1277.0		254	254	254	01390	02013	01681								C. limicola									
phrA		Deoxyribodipyrimidine photo-lyase	3	3	1	191	1586	95.0	2908.0		494	1421	985	01479	00827	01407								C. limicola	H	DNA photolyase domain protein	-	4.1.99.3	ko:K01669	-	-	-	DNA_photolyase,FAD_binding_7
group_3695		hypothetical protein	3	3	1	191	633	97.0	182.0		725	725	725	01401	00287	00566								C. limicola	-	-	-	-	-	-	-	-	-
group_3696	nadA	Quinolinate synthase A	3	3	1	191	634	97.0	181.0		956	956	956	01402	00286	00565								C. limicola	F	Catalyzes the condensation of iminoaspartate with dihydroxyacetone phosphate to form quinolinate	nadA	2.5.1.72	ko:K03517	M00115	R04292	RC01119	NadA
group_3697	mrdA	Peptidoglycan D,D-transpeptidase MrdA	3	3	1	191	639	97.0	183.0		1940	1940	1940	01406	00282	00561								C. limicola	M	PFAM penicillin-binding protein transpeptidase	-	3.4.16.4	ko:K05515	-	-	-	PBP_dimer,Transpeptidase
mdtA_2		Multidrug resistance protein MdtA	3	3	1	191	5340	95.0	2307.0		968	968	968	01412	00224	02025								C. limicola	M	TIGRFAM efflux transporter, RND family, MFP subunit	-	-	ko:K13888	M00709	-	-	Biotin_lipoyl_2,HlyD_3,HlyD_D23
group_3701		hypothetical protein	3	3	1	191	5338	95.0	2305.0		221	221	221	01414	00222	02023								C. limicola									
group_3703		hypothetical protein	3	3	1	191	5335	95.0	2301.0		548	548	548	01417	00219	02020								C. limicola	K	DNA-templated transcription, initiation	-	-	ko:K03088	-	-	-	Sigma70_r2,Sigma70_r4_2
group_3705	zur	Zinc-specific metallo-regulatory protein	3	3	1	191	5996	96.0	961.0		434	434	434	01426	01841	02403								C. limicola	P	belongs to the Fur family	zur	-	ko:K02076,ko:K03711,ko:K09823	-	-	-	FUR
group_3706		putative periplasmic iron-binding protein	3	3	1	191	5995	96.0	960.0		902	902	902	01427	01840	02402								C. limicola	P	PFAM periplasmic solute binding protein	-	-	ko:K09815	M00242	-	-	ZnuA
nifK_1		Nitrogenase molybdenum-iron protein beta chain	3	3	1	191	3092	97.0	364.0		1355	1355	1355	01430		00705	00056							C. limicola	C	Belongs to the NifD NifK NifE NifN family	-	-	ko:K02592	-	-	-	Oxidored_nitro
group_3712		hypothetical protein	3	3	1	191	5167	95.0	2133.0		683	683	683	01439	02199	01878								C. limicola	S	PFAM Tetratricopeptide TPR_2 repeat protein	-	-	-	-	-	-	TPR_16,TPR_21,TPR_6
group_3715		hypothetical protein	3	3	1	191	1573	95.0	2899.0		227	227	227	01449	00836	01417								C. limicola									
group_3722		hypothetical protein	3	3	1	191	376	228.0	82.0		1130	1130	1130	01458	00175	00382								C. limicola	H	PFAM hydroxyneurosporene synthase	-	4.2.1.131	ko:K09844	-	R07516,R07519,R07522,R07528,R07532,R07536,R07539,R07543,R09790	RC00966	-
group_3725		hypothetical protein	3	3	1	191	346	228.0	85.0		176	176	176	01462	00179	00386								C. limicola									
group_3728		hypothetical protein	3	3	1	191	5838	99.0	210.0		914	914	914	01465	01427	02274								C. limicola	S	Bacterial Ig-like domain	-	-	-	-	-	-	Big_5
group_3729	hemW	Heme chaperone HemW	3	3	1	191	5835	99.0	49.0		1214	1214	1214	01468	01424	02271								C. limicola	H	Involved in the biosynthesis of porphyrin-containing compound	-	-	-	-	-	-	HemN_C,Radical_SAM
gltB_1		Glutamate synthase [NADPH] small chain	3	3	1	191	5330	95.0	2293.0		1454	1475	1461	01473	00214	02015								C. limicola	C	TIGRFAM glutamate synthase, NADH NADPH, small subunit	-	1.4.1.13,1.4.1.14	ko:K00266	-	R00093,R00114,R00248	RC00006,RC00010,RC02799	Fer4_20,Pyr_redox_2
group_3735		hypothetical protein	3	3	1	191	5326	95.0	2290.0		788	788	788	01477	00210	02011								C. limicola	S	acid phosphatase activity	-	-	-	-	-	-	Metallophos,Metallophos_2
group_3736		hypothetical protein	3	3	1	191	5325	95.0	2289.0		611	611	611	01478	00209	02010								C. limicola	K	Psort location Cytoplasmic, score	-	-	-	-	-	-	AbiEi_4
group_3737		hypothetical protein	3	3	1	191	1585	95.0	2907.0		179	179	179	01480	00828	01408								C. limicola	K	Transcriptional regulator	-	-	-	-	-	-	HTH_11
glnB_3		Nitrogen regulatory protein P-II	3	3	1	191	3378	95.0	3427.0		341	341	341	01484		01011	00530							C. limicola	K	Belongs to the P(II) protein family	-	-	ko:K04752	-	-	-	P-II
group_3743		NAD-dependent malic enzyme	3	3	1	191	1636	95.0	2961.0		1145	1145	1145	01492		01362	00898							C. limicola	C	PFAM malic protein domain protein	-	1.1.1.38	ko:K00027	-	R00214	RC00105	Malic_M,malic
group_376	rlpA_2	Endolytic peptidoglycan transglycosylase RlpA	3	3	1	191	6061	96.0	1093.0		386	440	404	01557	00916	02451								C. limicola	M	Lytic transglycosylase with a strong preference for naked glycan strands that lack stem peptides	-	-	ko:K03642	-	-	-	DPBB_1
group_3765		hypothetical protein	3	3	1	191	6175	96.0	1292.0		752	752	752	01531	00978	02473								C. limicola	-	-	-	-	-	-	-	-	-
group_3766		hypothetical protein	3	3	1	191	6174	96.0	1291.0		155	155	155	01532	00977	02472								C. limicola									
group_3777		hypothetical protein	3	3	1	191	6055	96.0	37.0		1352	1352	1352	01551	00922	02445								C. limicola	S	PFAM pentapeptide repeat protein	-	-	-	-	-	-	Pentapeptide
group_3779		hypothetical protein	3	3	1	191	6057	96.0	1087.0		290	290	290	01553	00920	02447								C. limicola	-	-	-	-	-	-	-	-	-
group_3780		hypothetical protein	3	3	1	191	6058	96.0	1088.0		1187	1187	1187	01554	00919	02448								C. limicola	P	TIGRFAM arsenite-activated ATPase ArsA	-	3.6.3.16	ko:K01551	-	-	-	ArsA_ATPase
group_3783		putative oxidoreductase	3	3	1	191	6066	96.0	1096.0		761	761	761	01560	01563	02454								C. limicola	S	short-chain dehydrogenase reductase SDR	-	-	-	-	-	-	adh_short
group_3784		Putative pterin-4-alpha-carbinolamine dehydratase	3	3	1	191	2220	95.0	3228.0		341	341	341	01561	01281	01164								C. limicola	H	PFAM transcriptional coactivator pterin dehydratase	-	4.2.1.96	ko:K01724	-	R04734	RC01208	Pterin_4a
group_3788	rnc	Ribonuclease 3	3	3	1	191	6608	229.0	17.0		821	821	821	01566	01516	00177								C. limicola	J	Digests double-stranded RNA. Involved in the processing of primary rRNA transcript to yield the immediate precursors to the large and small rRNAs (23S and 16S). Processes some mRNAs, and tRNAs when they are encoded in the rRNA operon. Processes pre- crRNA and tracrRNA of type II CRISPR loci if present in the organism	rnc	3.1.26.3	ko:K03685	-	-	-	Ribonucleas_3_3,dsrm
group_3790	fabD	Malonyl CoA-acyl carrier protein transacylase	3	3	1	191	6619	96.0	641.0		908	908	908	01570	01520	00181								C. limicola	I	malonyl CoA-acyl carrier protein transacylase	-	2.3.1.39	ko:K00645	M00082	R01626,R11671	RC00004,RC00039,RC02727	Acyl_transf_1
group_3791		hypothetical protein	3	3	1	191	6623	96.0	630.0		527	527	527	01574	01524	00185								C. limicola	S	Uncharacterized ACR, COG1399	-	-	ko:K07040	-	-	-	DUF177
rcsC_6		Sensor histidine kinase RcsC	3	3	1	191	5344	95.0	2311.0		4193	4193	4193	01577	00228	02029								C. limicola	T	histidine kinase A domain protein	-	-	-	-	-	-	GAF,HATPase_c,HisKA,PAS_3,Response_reg,dCache_3
group_3793	gdx	Guanidinium exporter	3	3	1	191	5345	95.0	2312.0		317	317	317	01578	00229	02030								C. limicola	P	PFAM small multidrug resistance protein	-	-	ko:K11741	-	-	-	Multi_Drug_Res
group_3800		hypothetical protein	3	3	1	191	6505	95.0	3446.0		611	611	611	01588	00083	00084								C. limicola	S	Protein of unknown function (DUF1997)	-	-	-	-	-	-	DUF1997
group_3801	prfA	Peptide chain release factor 1	3	3	1	191	6506	95.0	3445.0		1073	1073	1073	01589	00084	00085								C. limicola	J	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA	prfA	-	ko:K02835	-	-	-	PCRF,RF-1
group_3802		Putative zinc metalloprotease	3	3	1	191	6507	95.0	3444.0		1361	1361	1361	01590	00085	00086								C. limicola	M	membrane-associated zinc metalloprotease	-	-	ko:K11749	-	-	-	PDZ_2,Peptidase_M50
group_3803		hypothetical protein	3	3	1	191	4638	95.0	1389.0		536	536	536	01593	02064	01577								C. limicola	L	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity	-	-	-	-	-	-	-
group_3804	dnaX	DNA polymerase III subunit tau	3	3	1	191	4639	95.0	1388.0		1199	1199	1199	01594	02063	01578								C. limicola	H	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity	dnaX	2.7.7.7	ko:K02343	M00260	R00375,R00376,R00377,R00378	RC02795	DNA_pol3_delta2,DNA_pol3_gamma3
group_3805		hypothetical protein	3	3	1	191	4640	95.0	1387.0		1325	1325	1325	01595	02062	01579								C. limicola	S	UPF0761 membrane protein	-	-	ko:K07058	-	-	-	Virul_fac_BrkB
group_3806		hypothetical protein	3	3	1	191	4641	95.0	1386.0		1280	1280	1280	01596	02061	01580								C. limicola	S	PFAM major facilitator superfamily MFS_1	-	-	ko:K06902	-	-	-	ATG22
group_3814	sucB	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	3	3	1	191	1566	95.0	2892.0		1247	1247	1247	01608	00198	01423								C. limicola	C	S-acyltransferase activity	sucB	2.3.1.61	ko:K00658	M00009,M00011,M00032	R02570,R02571,R08549	RC00004,RC02727,RC02833	2-oxoacid_dh,Biotin_lipoyl,E3_binding
group_3815	sucA	2-oxoglutarate dehydrogenase E1 component	3	3	1	191	1567	95.0	2893.0		2831	2831	2831	01609	00197	01422								C. limicola	C	oxoglutarate dehydrogenase (succinyl-transferring) activity	sucA	1.2.4.2,4.1.1.71	ko:K00164,ko:K01616	M00009,M00011,M00032	R00621,R01933,R01940,R03316,R08549	RC00004,RC00027,RC00627,RC02743,RC02833,RC02883	2-oxoacid_dh,2-oxogl_dehyd_N,E1_dh,OxoGdeHyase_C,Transket_pyr
pycA		Pyruvate carboxylase	3	3	1	191	1568	95.0	2894.0		2030	2030	2030	01610	00196	01421								C. limicola	C	PFAM biotin lipoyl attachment domain-containing protein	-	6.4.1.1	ko:K01958	M00173	R00344	RC00040,RC00367	Biotin_lipoyl,HMGL-like,PYC_OADA
accC_2		Biotin carboxylase	3	3	1	191	1569	95.0	2895.0		1457	1457	1457	01611	00195	01420								C. limicola	I	biotin carboxylase activity	yngH	6.3.4.14,6.4.1.2,6.4.1.3,6.4.1.4	ko:K01961,ko:K01965,ko:K01968	M00036,M00082,M00373,M00376,M00741	R00742,R01859,R04138,R04385	RC00040,RC00097,RC00253,RC00367,RC00609,RC00942	Biotin_carb_C,Biotin_carb_N,CPSase_L_D2
group_3820	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	3	3	1	191	126	100.0	125.0		974	974	974	01619	00159	00366								C. limicola	F	Catalyzes the conversion of 1-hydroxy-2-methyl-2-(E)- butenyl 4-diphosphate (HMBPP) into a mixture of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). Acts in the terminal step of the DOXP MEP pathway for isoprenoid precursor biosynthesis	ispH	1.17.7.4	ko:K03527	M00096	R05884,R08210	RC01137,RC01487	LYTB
group_3824		hypothetical protein	3	3	1	191	1773	95.0	3092.0		194	194	194	01629	00876	01266								C. limicola									
group_3827		hypothetical protein	3	3	1	191	4286	95.0	2107.0		443	443	443	01637	00805	01855								C. limicola	S	HEPN domain	-	-	-	-	-	-	HEPN
group_3829	ywlC	Threonylcarbamoyl-AMP synthase	3	3	1	191	5456	95.0	2467.0		959	959	959	01641	00742	02076								C. limicola	H	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine	-	2.7.7.87	ko:K07566	-	R10463	RC00745	SUA5,Sua5_yciO_yrdC
group_383	glgP	Glycogen phosphorylase	3	3	1	191	5248	95.0	2213.0		1739	2165	2023	01661	00011	01940								C. limicola	G	PFAM glycosyl transferase, family 35	-	2.4.1.1	ko:K00688	-	R02111	-	DUF3417,Phosphorylase
group_3830		hypothetical protein	3	3	1	191	4144	95.0	1714.0		809	809	809	01642	00743	02075								C. limicola	I	PFAM phosphatidate cytidylyltransferase	-	-	-	-	-	-	-
group_3831	ppx	Exopolyphosphatase	3	3	1	191	4145	95.0	1715.0		1559	1559	1559	01643	00745	02073								C. limicola	FP	PFAM Ppx GppA phosphatase	-	3.6.1.11,3.6.1.40	ko:K01524	-	R03409	RC00002	HD,Ppx-GppA
menF_1		Isochorismate synthase MenF	3	3	1	191	4146	95.0	1716.0		1856	1856	1856	01644	00746	02072								C. limicola	EH	TIGRFAM para-aminobenzoate synthase, subunit I	-	2.6.1.85,4.1.3.38	ko:K03342	-	R01716,R05553	RC00010,RC01418,RC01843,RC02148	Aminotran_4,Chorismate_bind
group_3835	hldD_2	ADP-L-glycero-D-manno-heptose-6-epimerase	3	3	1	191	4121	95.0	1592.0		989	989	989	01652	01053	02215								C. limicola	M	PFAM NAD-dependent epimerase dehydratase	-	1.1.1.219	ko:K00091	-	-	-	Epimerase
group_3836		hypothetical protein	3	3	1	191	4120	95.0	1591.0	Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits	191	191	191	01653	01052	02216								C. limicola									
group_3837		putative zinc protease	3	3	1	191	4119	95.0	1606.0		1238	1238	1238	01654	01051	02217								C. limicola	S	Belongs to the peptidase M16 family	-	-	-	-	-	-	Peptidase_M16,Peptidase_M16_C
group_3838	acpS	Holo-[acyl-carrier-protein] synthase	3	3	1	191	5693	95.0	1600.0		380	380	380	01656	01049	02219								C. limicola	I	Transfers the 4'-phosphopantetheine moiety from coenzyme A to a Ser of acyl-carrier-protein	acpS	2.7.8.7	ko:K00997	-	R01625	RC00002	ACPS
cpdA_2		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA	3	3	1	191	5247	95.0	2212.0		866	866	866	01662	00010	01939								C. limicola	S	PFAM metallophosphoesterase	-	-	-	-	-	-	Metallophos,Metallophos_2
group_3845		hypothetical protein	3	3	1	191	4293	95.0	2046.0		518	518	518	01667	01160	01797								C. limicola	C	PFAM NADH ubiquinone oxidoreductase complex I intermediate-associated protein 30	-	-	-	-	-	-	CIA30
group_3856		hypothetical protein	3	3	1	191	4687	95.0	1344.0		224	224	224	01684	00455	01620								C. limicola	-	-	-	-	-	-	-	-	-
dapC		putative N-succinyldiaminopimelate aminotransferase DapC	3	3	1	191	4686	95.0	1345.0		1160	1160	1160	01685	00456	01619								C. limicola	H	aminotransferase class I and II	-	-	ko:K10907	-	-	-	Aminotran_1_2
group_3858		hypothetical protein	3	3	1	191	4685	95.0	1346.0		827	827	827	01686	00457	01618								C. limicola	-	-	-	-	-	-	-	-	-
group_3861		hypothetical protein	3	3	1	191	1757	95.0	3076.0		500	500	500	01694	00873	01269								C. limicola	S	Protein of unknown function (DUF1499)	-	-	-	-	-	-	DUF1499
group_3862		hypothetical protein	3	3	1	191	1756	95.0	3075.0		1043	1043	1043	01695	02107	01270								C. limicola	E	Succinylglutamate desuccinylase / Aspartoacylase family	-	-	-	-	-	-	AstE_AspA
group_3863		hypothetical protein	3	3	1	191	5503	95.0	2514.0		1052	1052	1052	01696	00714	02104								C. limicola	S	PFAM permease	-	-	ko:K07089	-	-	-	ArsP_1
group_3864		hypothetical protein	3	3	1	191	5504	95.0	2515.0		395	395	395	01697	00713	02105								C. limicola	P	Catalyzes the ATP-dependent transfer of a sulfur to tRNA to produce 4-thiouridine in position 8 of tRNAs, which functions as a near-UV photosensor. Also catalyzes the transfer of sulfur to the sulfur carrier protein ThiS, forming ThiS-thiocarboxylate. This is a step in the synthesis of thiazole, in the thiamine biosynthesis pathway. The sulfur is donated as persulfide by IscS	-	-	-	-	-	-	Rhodanese
